,First Name,Last Name,ID No.,Phone Number,_1,_2,Longitude,Latitude,_3,_4,_5,_6,_7,_8,Location Name
132,Nyly,Mexa,30368796,702088678,64291,0,37.495926,-2.094681,1661,5,1,1358918598,1364322157,0,"Mombasa Road, Kenyawa-Poka ward, Kajiado East, Rift Valley, Kenya"
133,Many,Lunugi,31779411,786144888,18175,0,37.377274,-2.0186,1000,10,1,1358920469,1364106716,0,"Mombasa Road, Emali, Kilome, Makueni, Eastern, Kenya"
134,Qygi,Ribufo,34704400,777981683,64202,0,37.068329,-1.497345,5155,6,1,1358929593,1364528142,0,"Mombasa-Nairobi Road, Kinanie ward, Mavoko, Machakos County, Eastern, Kenya"
135,Kafipo,Quperi,27753247,728914459,1124,0,36.88797,-1.332779,1000,2,1,1358936843,1361158614,0,"Ramtons Kenya Limited, Mombasa Road, South C ward, Lang'ata, Nairobi, Nairobi County, Nairobi, 00501, Kenya"
136,Ledeqo,Depe,33761504,716885630,1121,0,36.880542,-1.334652,1000,11,1,1358937495,1363745193,0,"Inland Container Depot, Old Mombasa Road, Mombasa Road Industrial Area, South C ward, Lang'ata, Nairobi, Nairobi County, Nairobi, 00501, Kenya"
137,Hyqoru,Jepazu,28084717,716356931,8591,0,36.880417,-1.331406,1000,2,1,1358949835,1408433804,0,"Old Mombasa Road, Mombasa Road Industrial Area, South C ward, Lang'ata, Nairobi, Nairobi County, Nairobi, 00501, Kenya"
138,Wynene,Sokuce,31609482,757426007,5914,0,36.863937,-1.318359,1000,2,1,1358951341,1360133390,0,"Enterprise Road, Imara Daima, Imara Daima ward, Embakasi, Nairobi, Starehe, Nairobi County, Nairobi, 00507, Kenya"
139,Qixodu,Nytymi,21288758,775133066,1901,0,36.857071,-1.309296,1000,10,1,1358952739,1364357120,0,"Lusingeti Road, Viwandani, Viwandani ward, Makadara subcounty, Nairobi, Nairobi County, Nairobi, 00507, Kenya"
140,Weroha,Catahu,28558761,772687596,4860,0,36.986161,-1.573907,17683,12,1,1358990372,1489102310,0,"Olturoto sublocation, Kaputiei North ward, Kajiado East, Rift Valley, Kenya"
141,Guwuro,Taqa,25053135,722906707,1905,0,36.85569763,-1.306686401,1000,1,1,1359006259,1359006259,0,"Likoni Road, Viwandani ward, Landimawe ward, Nairobi, Starehe, Nairobi County, Nairobi, 00507, Kenya"
142,Johevy,Vowizu,30523694,760969685,10234,0,36.817318,-1.274378,1000,19,1,1459686524,1492304853,0,"Kipande Road, Ngara West, Ngara West sublocation, Ngara location, Nairobi, CBD division, Starehe, Nairobi County, Nairobi, 46464, Kenya"
143,Lugera,Tutube,22666570,735443486,64940,0,37.254295,-1.846733,2544,4,1,1359147438,1364798680,0,"Mombasa Road, Salama, Kilome, Makueni, Eastern, Kenya"
144,Sobede,Razoky,37299610,715710509,3613,0,37.46818542,-2.078475952,1000,1,1,1359130285,1359130285,0,"Mombasa Road, Emali, Kibwezi West, Makueni, Eastern, Kenya"
145,Vuce,Zadyso,32278416,755789509,15191,0,37.69615173,-2.207565308,1000,1,1,1359142333,1359142333,0,"Mombasa Road, Kenyawa-Poka ward, Kajiado East, Rift Valley, Kenya"
146,Ny,Jehepo,26072396,791149348,8672,0,38.43544,-2.963333,4795,3,1,1359172657,1483774346,0,"Mombasa Road, Wundanyi, Taita–Taveta, Coastal Kenya, Kenya"
147,Zimone,Fodify,25329252,797087343,8380,0,38.522498,-3.329919,10195,22,1,1359176088,1486632459,0,"Mombasa Road, Ndii, Voi, Coastal Kenya, 80300, Kenya"
148,Sexudi,Vipoxo,20990005,744256973,8800,0,39.426224,-3.892368,143866,31,1,1359185799,1464735873,0,"Mwavumbo ward, Kinango, Kwale, Coastal Kenya, Kenya"
149,Xiqebe,Tepyni,20884358,795504515,23552,0,39.35096741,-3.789596558,1000,1,1,1359167149,1359167149,0,"Mombasa Road, Mwavumbo ward, Kinango, Kwale, Coastal Kenya, Kenya"
150,Xybi,Gynilu,36200841,700039832,10152,0,39.25287,-3.695578,116942,8,1,1359187848,1488765564,0,"Jambole, Bamba ward, Ganze, Kilifi County, Coast, Kenya"
151,Puko,Fyne,28956284,784826615,10150,0,39.399425,-3.804114,5652,7,1,1359188000,1491269748,0,"Maji ya Chumvi, Mwavumbo ward, Kinango, Kwale, Coast, Kenya"
152,Kilyqe,Vewiju,22057894,707102857,8845,0,39.540024,-3.948212,3002,6,1,1359189782,1484204968,0,"Mazeras/Mugumo Patsa, Rabai/Kisurutini ward, Rabai, Kilifi County, Coast, Kenya"
153,Piwahy,Diqiby,28413139,751601878,9074,0,39.631805,-4.034729,1000,10,1,1359204046,1468916040,0,"Kipevu ward, Mombasa, Changamwe, Mombasa County, Coastal Kenya, 80102, Kenya"
154,Rezegu,Mifu,21757234,729640386,9240,0,39.593353,-4.008865,1147,6,1,1359382748,1475734847,0,"Magongo Road, Miritini, Kwa Jomvu, Miritini ward, Jomvu, Mombasa County, Coast, 80115, Kenya"
155,Ligury,Kebura,28267115,720497274,3312,0,38.39515686,-2.928543091,1000,1,1,1359399628,1359399628,0,"Mombasa Road, Wundanyi, Taita–Taveta, Coastal Kenya, Kenya"
156,Dakivi,Lopo,35196991,776849817,50302,0,37.26493835,-1.88621521,1000,1,1,1359417680,1359417680,0,"Mombasa Road, Salama, Kilome, Makueni, Eastern, Kenya"
157,Xote,Jynova,35763056,726385223,64821,0,37.091217,-1.51268,12718,8,1,1359441637,1407141904,0,"Mombasa-Nairobi Road, Kinanie ward, Mavoko, Machakos County, Eastern, Kenya"
158,Sysewu,Lawohi,22032210,744813535,14026,0,36.912657,-1.364888,1000,21,1,1359446169,1484089135,0,"Bustani Estate - Syokimau, Syokimau, Mavoko, Machakos County, Eastern, 74416, Kenya"
159,Tulyco,Bocuge,38281907,779360935,1125,0,36.88591003,-1.332778931,1000,1,1,1359426837,1359426837,0,"Old Mombasa Road, Mombasa Road Industrial Area, South C ward, Lang'ata, Nairobi, Nairobi County, Nairobi, 00501, Kenya"
160,Jyguna,Lagiga,30823410,784286851,110,0,36.88041687,-1.332778931,1000,1,1,1359428468,1359428468,0,"Old Mombasa Road, Mombasa Road Industrial Area, South C ward, Lang'ata, Nairobi, Nairobi County, Nairobi, 00501, Kenya"
161,Zemeva,Rinile,38430466,722377383,12852,0,36.940342,-1.394702,4762,11,1,1359557075,1478054768,0,"Mombasa Road, Mlolongo, Syokimau-Mulolongo ward, Mavoko, Machakos County, Eastern, 00519, Kenya"
162,Giwajy,Fisolu,36507559,780886538,12366,0,36.969681,-1.465988,1000,2,1,1359559508,1456016571,0,"EPZ Road, Milimani, Athi River ward, Mavoko, Machakos County, Eastern, Kenya"
163,Lykonu,Jywo,30161601,783262595,18785,0,37.285194,-1.918488,1906,4,1,1359573416,1364526145,0,"Mombasa Road, Salama, Kilome, Makueni, Eastern, Kenya"
164,Racohu,Wogy,28088858,770328141,15113,0,37.590408,-2.159042,1000,3,1,1359590880,1362146075,0,"Simba, Kenyawa-Poka ward, Kajiado East, Rift Valley, Kenya"
165,Manajo,Pyto,34028727,752535680,105,0,36.870461,-1.302567,1000,4,1,1359611812,1363919581,0,"Tanga Road, Viwandani, Viwandani ward, Makadara subcounty, Nairobi, Nairobi County, Nairobi, 00507, Kenya"
166,Rotabu,Gixuti,36437153,750328428,3231,0,39.22599792,-3.76625061,1000,1,1,1359597202,1359597202,0,"Mombasa Road, Samburu/Chengoni ward, Kinango, Kwale, Coastal Kenya, Kenya"
167,Banuli,Sawi,33286853,742910117,3621,0,36.870117,-1.302567,1000,2,1,1359618174,1363918981,0,"Tanga Road, Viwandani, Viwandani ward, Makadara subcounty, Nairobi, Nairobi County, Nairobi, 00507, Kenya"
168,Gefihy,Fagehi,35542858,782444969,5901,0,36.87080383,-1.302566528,1000,1,1,1359599837,1359599837,0,"Tanga Road, Viwandani, Viwandani ward, Makadara subcounty, Nairobi, Nairobi County, Nairobi, 00507, Kenya"
169,Neleba,Hese,38848637,781088562,11232,0,39.632884,-4.02698,1000,14,1,1359645844,1487985902,0,"Changamwe ward, Mombasa, Changamwe, Mombasa County, Coastal Kenya, 80102, Kenya"
170,Pyqetu,Cexi,20619723,776204665,11150,0,39.65601,-4.033871,1000,8,1,1359705603,1487503863,0,"Makupa, Mombasa, Tudor, Tudor ward, Mvita, Mombasa County, Coast, 80112, Kenya"
171,Lyhibe,Ceqeja,28703934,762986281,9011,0,39.659683,-4.06019,1000,25,1,1359706560,1477446554,0,"Workshop Road, Ganjoni/Shimanzi ward, Mombasa, Shimanzi, Mombasa, Mvita, Mombasa County, Coast, 80107, Kenya"
172,Natice,Muzo,27484419,742268528,11320,0,39.65309143,-4.061508179,1000,1,1,1359686749,1359686749,0,"Moi Avenue, Ganjoni/Shimanzi ward, Mombasa, Liwatoni, Mombasa, Mvita, Mombasa County, Coast, 80104, Kenya"
173,Gimuga,Migymy,24487002,780792513,8764,0,38.725924,-3.53338,3745,7,1,1359825407,1483858661,0,"Maungu, Voi, Coastal Kenya, Kenya"
174,Tudu,Hutynu,39049990,753852602,11640,0,38.096966,-2.622135,58172,8,1,1359837246,1453706871,0,"Kibwezi East, Makueni, Eastern, Kenya"
175,,,,,111,0,36.87355,-1.331406,1000,2,1,1359870584,1408433919,0,"ICD Road, South C ward, Lang'ata, Nairobi, Nairobi County, Nairobi, 00501, Kenya"
176,,,,,11641,0,38.138808,-2.677689,6847,3,1,1359897239,1454121097,0,"Kibwezi East, Makueni, Eastern, Kenya"
177,,,,,11072,0,39.620819,-4.00692,1000,4,1,1359997477,1484204968,0,"Spedag Interfreight Terminal, Mombasa, Mikindani, Mikindani ward, Jomvu, Mombasa County, Coastal Kenya, 80102, Kenya"
178,,,,,9320,0,39.623925,-4.028175,1000,6,1,1360044633,1494071712,0,"Chaani ward, Mombasa, Changamwe, Mombasa County, Coastal Kenya, 80102, Kenya"
179,,,,,9645,0,39.580994,-4.00795,1000,4,1,1360080912,1453982646,0,"Magongo Road, Miritini, Kwa Jomvu, Miritini ward, Jomvu, Mombasa County, Coast, 80115, Kenya"
