First Name,Last Name,ID No.,Phone Number,Unnamed: 4,Unnamed: 5,Unnamed: 6,Longitude,Latitude,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Location Name
Kano,Ce,36176251,723697195,27,7946,0,36.88728333,-1.301193237,1000,1,1,1364791876,1364791876,"Outer Ring Rd., Viwandani ward, Makadara subcounty, Nairobi, Nairobi County, Nairobi, 00515, Kenya"
Nyly,Mexa,30368796,732265689,4065,1314,0,36.89964294,-1.323165894,1000,1,1,1364793022,1364793022,"Outer Ring Road, Pipeline, Embakasi, Nairobi, Nairobi County, Nairobi, 00501, Kenya"
Many,Lunugi,31779411,733679032,4065,3740,0,36.912689,-1.345139,1000,2,1,1364903122,1408433844,"Airport South Road, Pipeline ward, Embakasi, Nairobi, Nairobi County, Nairobi, 74416, Kenya"
Qygi,Ribufo,34704400,730129284,4001,12334,0,36.978607,-1.440353,1000,12,1,1364903122,1487379132,"Athi River ward, Mavoko, Machakos County, Eastern, Kenya"
Kafipo,Quperi,27753247,776887997,2015,9361,0,39.549179,-3.971787,1000,3,1,1364903228,1464735873,"Mombasa Road, Mazeras, Rabai/Kisurutini ward, Rabai, Kilifi County, Coast, Kenya"
Ledeqo,Depe,33761504,727577133,2015,11244,0,39.607398,-4.005578,1084,11,1,1364903238,1475638488,"Mataa ya Ndege, Jomvu Kuu ward, Jomvu, Mombasa County, Coast, 80115, Kenya"
Hyqoru,Jepazu,28084717,752620769,2026,9341,0,39.645882,-4.026489,1860,4,1,1364903358,1481672106,"Mombasa, Mikindani ward, Jomvu, Mombasa County, Coast, 80102, Kenya"
Wynene,Sokuce,31609482,766745112,46004,33142801,0,35.15556335,-0.448379517,1000,47,1,1370699255,1370699255,"Kabianga ward, Belgut, Kericho County, Rift Valley, Kenya"
Qixodu,Nytymi,21288758,733900393,46004,33241,0,35.15556335,-0.448379517,1000,10,1,1370697175,1370697175,"Kabianga ward, Belgut, Kericho County, Rift Valley, Kenya"
Weroha,Catahu,28558761,705090550,239,33241,0,35.15556335,-0.448379517,1000,39,1,1370697630,1370697630,"Kabianga ward, Belgut, Kericho County, Rift Valley, Kenya"
Guwuro,Taqa,25053135,756447852,239,33245,0,35.15556335,-0.448379517,1000,3,1,1370691262,1370691262,"Kabianga ward, Belgut, Kericho County, Rift Valley, Kenya"
Johevy,Vowizu,30523694,700409423,239,33142801,0,35.15556335,-0.448379517,1000,7,1,1370691270,1370691270,"Kabianga ward, Belgut, Kericho County, Rift Valley, Kenya"
Lugera,Tutube,22666570,721769400,2065,60012,0,37.381491,-0.488116,1000,62,1,1372163428,1372163428,"Kirinyaga East, Kirinyaga County, Central Kenya, Kenya"
Sobede,Razoky,37299610,771002266,45022,33808720,0,37.380981,-0.487714,1000,14,1,1372163909,1372163909,"Kirinyaga East, Kirinyaga County, Central Kenya, Kenya"
Vuce,Zadyso,32278416,759700987,45022,33799261,0,37.380981,-0.487518,1000,2,1,1372163538,1372163538,"Kirinyaga East, Kirinyaga County, Central Kenya, Kenya"
Ny,Jehepo,26072396,784675315,45022,33808724,0,37.3808,-0.487821,1000,68,1,1372164084,1372164084,"Kirinyaga East, Kirinyaga County, Central Kenya, Kenya"
Zimone,Fodify,25329252,787631276,45022,33799265,0,37.380981,-0.487518,1000,4,1,1372179529,1372325531,"Kirinyaga East, Kirinyaga County, Central Kenya, Kenya"
Sexudi,Vipoxo,20990005,714792730,45022,57684,0,37.3802948,-0.488204956,1000,2,1,1372162804,1372162804,"Kirinyaga East, Kirinyaga County, Central Kenya, Kenya"
Xiqebe,Tepyni,20884358,721926453,2068,60080,0,37.380295,-0.487747,1000,9,1,1372163659,1372163659,"Kirinyaga East, Kirinyaga County, Central Kenya, Kenya"
Xybi,Gynilu,36200841,706888654,45022,33779474,0,37.27181,-0.708619,27317,2,1,1372182581,1431233642,"Mwea West, Kirinyaga County, Central Kenya, Kenya"
Puko,Fyne,28956284,781841416,45022,33799384,0,37.380295,-0.487518,1000,2,1,1372163563,1372163563,"Kirinyaga East, Kirinyaga County, Central Kenya, Kenya"
Kilyqe,Vewiju,22057894,797233070,45022,33808614,0,37.318497,-0.555497,10272,2,1,1372348145,1425888406,"Kirinyaga Central, Kirinyaga County, Central Kenya, Kenya"
Piwahy,Diqiby,28413139,786524982,45022,57680,0,37.3802948,-0.486831665,1000,1,1,1372163643,1372163643,"Kirinyaga East, Kirinyaga County, Central Kenya, Kenya"
Rezegu,Mifu,21757234,794088951,45022,33808766,0,37.452746,-0.537144,1228,33,1,1372348145,1376920453,"Embu - Siakago Road, Embu, Manyatta, Embu, Eastern, 60100, Kenya"
Ligury,Kebura,28267115,788694153,46004,33142252,0,34.76018,-0.113921,1000,11,1,1372856324,1372856324,"Central Primary School, Aga Khan Road, Kisumu National Museum, Southern sublocation, Kisumu Central, Kisumu, City of Kisumu, Kisumu County, Nyanza, 40100, Kenya"
Dakivi,Lopo,35196991,781234114,304,42411,0,34.76554871,-0.111923218,1000,1,1,1372856291,1372856291,"Kisumu National Museum, Southern sublocation, Kisumu Central, Kisumu, City of Kisumu, Kisumu County, Nyanza, 40100, Kenya"
Xote,Jynova,35763056,767798596,26,6410,0,36.862564,-1.309662,1000,6,1,1375785499,1375785499,"Sasio Road, Viwandani, Viwandani ward, Makadara subcounty, Nairobi, Nairobi County, Nairobi, 00507, Kenya"
Sysewu,Lawohi,22032210,746896428,27,2531,0,36.87217712,-1.308059692,1000,1,1,1375786234,1375786234,"OSHO Chemical Industries Ltd, Lunga Lunga Rd., Viwandani, Viwandani ward, Makadara subcounty, Nairobi, Nairobi County, Nairobi, 00507, Kenya"
Tulyco,Bocuge,38281907,794416935,108,64204,0,37.298462,-1.787202,106399,9,1,1375818028,1407142510,"Mapepie, Kilome, Makueni, Eastern, Kenya"
Jyguna,Lagiga,30823410,710047140,4502,65587125,0,36.790771,-1.260147,1000,18,1,1376663498,1413449008,"Nairobi Expressway, Parklands location, Parklands/Highridge ward, Highridge division, Westlands, Nairobi, Nairobi County, Nairobi, 97104, Kenya"
Zemeva,Rinile,38430466,780367207,4502,65587129,0,36.787818,-1.25764,1000,7,1,1376663714,1413375971,"Brookside Drive, Parklands location, Parklands/Highridge ward, Highridge division, Westlands, Nairobi, Nairobi County, Nairobi, 97104, Kenya"
Giwajy,Fisolu,36507559,754513192,4502,65586124,0,36.789265,-1.259351,1000,32,1,1376663772,1489032481,"Westlands District headquarters, Waiyaki Way, Parklands location, Parklands/Highridge ward, Highridge division, Westlands, Nairobi, Nairobi County, Nairobi, 97104, Kenya"
Lykonu,Jywo,30161601,711162563,4502,33574897,0,36.7842865,-1.255874634,1000,1,1,1376644112,1376644112,"Grevillea Grove, Parklands location, Parklands/Highridge ward, Highridge division, Westlands, Nairobi, Nairobi County, Nairobi, 97104, Kenya"
Racohu,Wogy,28088858,734692507,45018,33574897,0,36.782884,-1.254531,1000,47,1,1376649777,1376649777,"Kitisuru location, Kitisuru ward, Kangemi division, Westlands, Nairobi, Nairobi County, Nairobi, 97104, Kenya"
Manajo,Pyto,34028727,795178757,45018,33574893,0,36.782877,-1.254537,1000,114,1,1376648799,1376648799,"Kitisuru location, Kitisuru ward, Kangemi division, Westlands, Nairobi, Nairobi County, Nairobi, 97104, Kenya"
Rotabu,Gixuti,36437153,713743666,45015,33539551,0,36.79549,-1.293893,2102,19,1,1376936366,1381632470,"Rose Avenue, Kilimani location, Kilimani ward, Kilimani division, Westlands, Nairobi, Nairobi County, Nairobi, 30728, Kenya"
Banuli,Sawi,33286853,792696263,45015,33539547,0,36.794128,-1.291809,1000,6,1,1376975944,1381632292,"Jabavu Road, Kilimani location, Kilimani ward, Kilimani division, Westlands, Nairobi, Nairobi County, Nairobi, 30728, Kenya"
Gefihy,Fagehi,35542858,713455695,45015,33532258,0,36.79395,-1.297175,1923,27,1,1376977728,1376981408,"The Navigators Kenya, Kindaruma Road, Kilimani location, Kilimani ward, Kilimani division, Westlands, Nairobi, Nairobi County, Nairobi, 44847, Kenya"
Neleba,Hese,38848637,793308773,45015,33532257,0,36.783874,-1.290757,13928,10,1,1376981409,1376981409,"Kilimani location, Kilimani ward, Kilimani division, Westlands, Nairobi, Nairobi County, Nairobi, 44847, Kenya"
Pyqetu,Cexi,20619723,753744655,45015,33532261,0,36.765747,-1.284028,11781,4,1,1376981412,1376981412,"Jacaranda Avenue, Kilimani location, Kilimani ward, Kilimani division, Westlands, Nairobi, Nairobi County, Nairobi, 54102, Kenya"
Lyhibe,Ceqeja,28703934,772787571,45015,33539005,0,36.801865,-1.2957,1000,10,1,1377001217,1408433799,"Total Wash, Valley Road, Kilimani location, Kilimani ward, Kilimani division, Westlands, Nairobi, Nairobi County, Nairobi, 00202, Kenya"
Natice,Muzo,27484419,772952460,45015,33539000,0,36.80213928,-1.295700073,1000,4,1,1377001222,1408433799,"Mug & Bean Hurlingam, Valley Road, Kilimani location, Kilimani ward, Kilimani division, Westlands, Nairobi, Nairobi County, Nairobi, 00202, Kenya"
Gimuga,Migymy,24487002,784765963,45015,33539001,0,36.802826,-1.297531,1000,6,1,1377001222,1408433799,"Valley Road, Kilimani location, Kilimani ward, Kilimani division, Westlands, Nairobi, Nairobi County, Nairobi, 30728, Kenya"
Tudu,Hutynu,39049990,745978708,45015,33544201,0,36.803513,-1.303711,2190,12,1,1377001227,1381135761,"Sunview Estate, Woodley/Kenyatta/Golf Course ward, Kibra, Nairobi, Nairobi County, Nairobi, 00202, Kenya"
